"";"x"
"1";0,0767594870179892
"2";0,0408535082824528
"3";0,179026093698087
"4";0,061659671831876
"5";0,113956136612975
"6";0,221834244192266
"7";0,212725069737973
"8";0,0381746062644507
"9";0,37282379863966
"10";0,104002840258181
"11";0,0440588161349297
"12";0,17723134382719
"13";0,066239898186177
"14";0,137647987343371
"15";0,271870141654255
"16";0,0132021207645662
"17";0,361590456573253
"18";0,146157946987989
"19";0,15680342259908
"20";0,149430497482176
"21";0,4524151969449
"22";0,0227430890640814
"23";0,432486567248531
"24";0,281776905277655
"25";0,227809047318044
"26";0,0454275269061327
"27";0,361717165617232
"28";0,508890096445508
"29";0,0653775434702886
"30";0,128369795251638
"31";0,0702088941819966
"32";0,458735533918267
"33";0,0404734324663878
"34";0,018782929237932
"35";0,112490406632423
"36";0,371973268670921
"37";0,0978003062307835
"38";0,274302433795276
"39";0,053332971315831
"40";0,173258696562978
"41";0,270998822703006
"42";0,00120299234925598
"43";0,308656428364997
"44";0,0629587075476711
"45";0,0521250356920064
"46";0,0206815493325809
"47";0,0360661270096898
"48";0,0336228795349598
"49";0,0364799493923783
"50";0,477892585446067
"51";0,113278461620212
"52";0,0899527891867781
"53";0,0153272601775825
"54";0,114779534935951
"55";0,129689285811037
"56";0,137574709486216
"57";0,500360835690923
"58";0,120780062396079
"59";0,0581290791742504
"60";0,130700673349202
"61";0,644461274113426
"62";0,251972823337176
"63";0,0360774635337293
"64";0,78330013263495
"65";0,283556772509778
"66";0,287172880070951
"67";0,273852188318017
"68";0,0652119399979711
"69";0,00869567422196269
"70";0,0338829171843827
"71";0,0645245135493367
"72";0,105998087674379
"73";0,00630379086360335
"74";0,552023914803691
"75";0,13585061263293
"76";0,497525759388633
"77";0,22975685558373
"78";0,032701223436743
"79";0,0467184577137232
"80";0,172018694124165
"81";0,148825863029533
"82";0,328636708466296
"83";0,124636321887374
"84";0,143564391686561
"85";0,0780760684981942
"86";0,132206635922194
"87";0,313543202317669
"88";0,24939863680953
"89";0,0736207570389846
"90";0,000627631507813931
"91";0,592405252125034
"92";0,0929052533792372
"93";0,0314766781404614
"94";0,302474906095647
"95";0,246309250957313
"96";0,0525012114085257
"97";0,0918143303133547
"98";0,25917780137712
"99";0,221457467778566
"100";0,181304775990888
"101";0,0844894654117525
"102";0,0659605720080435
"103";0,941118297675505
"104";0,207632580391111
"105";0,261322638011518
"106";0,100644747912884
"107";0,118294506240636
"108";0,104743527560074
"109";0,304441807002632
"110";0,0876424429006875
"111";0,169125418640534
"112";0,0727984086610377
"113";0,0222169235689445
"114";0,139381980887594
"115";0,128343820106238
"116";0,0134108523838222
"117";0,340856087936049
"118";0,00773440655320883
"119";0,159365224438856
"120";0,0607050858438015
"121";0,461047935417464
"122";0,226995664133784
"123";0,179565372659199
"124";0,21350693304216
"125";0,0580085156102309
"126";0,54458290224237
"127";0,279136594249805
"128";0,221265025055947
"129";0,361873586086516
"130";0,095990380551666
"131";0,0536063182898835
"132";0,509282514800258
"133";0,0630104896612465
"134";0,157958884526948
"135";0,0277776338160038
"136";0,067741286279861
"137";0,171643740489128
"138";0,263685604362729
"139";0,270287150694969
"140";0,00500555010512471
"141";0,151447300231996
"142";0,221724324106219
"143";0,169268824151697
"144";0,26148161086345
"145";0,0862638538801021
"146";0,204479114330354
"147";0,0523634695447981
"148";0,0107836457900703
"149";0,17932618818337
"150";0,159467138281714
"151";0,0540640487056123
"152";0,0503067121841013
"153";0,732340318893863
"154";0,306445675255328
"155";0,148584470934814
"156";0,0561647209338844
"157";0,081558130774647
"158";0,0911758272908628
"159";0,443776478965707
"160";0,0188312424467344
"161";0,0971620168536902
"162";0,306497806485151
"163";0,559355918493848
"164";0,0381092533007637
"165";0,00139249479398131
"166";0,129490196704865
"167";0,201977726714771
"168";0,127824053075165
"169";0,272613237976077
"170";0,0818207068368793
"171";0,403741230798845
"172";0,0690748293884099
"173";0,0137632046826184
"174";0,0516861062927048
"175";0,531396361042686
"176";0,124750722944736
"177";0,0559613339602947
"178";0,312598058564549
"179";0,410427822900896
"180";0,0881667462325371
"181";0,0547090549073379
"182";0,0425058536231518
"183";0,153528837873983
"184";0,294195577485447
"185";0,062870142236352
"186";0,786252243402314
"187";0,0800006739795208
"188";0,0639020768758184
"189";0,144244714817944
"190";0,0499100814573467
"191";0,131724115367979
"192";0,0667766804387978
"193";0,447830075137542
"194";0,0625782403108047
"195";0,00440421012534447
"196";0,0360541811739282
"197";0,257546625836732
"198";0,0336358108557761
"199";0,172713350127188
"200";0,109734678640962
"201";0,182886211378169
"202";0,311701724725532
"203";0,784889311673951
"204";0,113166120648384
"205";0,100787889119238
"206";0,081741139665246
"207";0,333550060523634
"208";0,0377537838183343
"209";0,0705699827522039
"210";0,248627180597725
"211";0,0820683219470084
"212";0,442231848438211
"213";0,40664941294301
"214";0,0918592703528702
"215";0,213716070904377
"216";0,0096707159653306
"217";0,0941112648695707
"218";0,0165092150680721
"219";0,104380705486983
"220";0,0386383515782654
"221";0,0800071848201559
"222";0,0998541091568768
"223";0,160716983186084
"224";0,152956492072883
"225";0,198185157022419
"226";0,512176442493625
"227";0,174846058330479
"228";0,462264784027762
"229";0,0908374274085508
"230";0,00555104431141917
"231";0,00724361710103197
"232";0,000237560244640535
"233";0,302005367234694
"234";0,187009371994975
"235";0,0622660219785674
"236";0,0914314902387559
"237";0,037197311618056
"238";0,0176006092689931
"239";0,348667368276005
"240";0,254886568701806
"241";0,1436862430314
"242";0,244714112012627
"243";0,00494670635089278
"244";0,0358326534891683
"245";0,306163664942975
"246";0,245607192433419
"247";0,0668132123537362
"248";0,159589606168777
"249";0,373071543855553
"250";0,378396973742132
"251";0,0498822411522269
"252";0,154194560638609
"253";0,00257675917819142
"254";0,00503769395449966
"255";0,460623157371707
"256";0,0890240638541917
"257";0,309990290087475
"258";0,170347181526089
"259";0,0522614864516036
"260";0,581279051547749
"261";0,160278228460416
"262";0,592766866054306
"263";0,0203527184840776
"264";0,0714322810061276
"265";0,0859932962805033
"266";0,0964233716949821
"267";0,331731590239291
"268";0,0429392244666815
"269";0,0867508904077113
"270";0,249044179721716
"271";0,00954799009487033
"272";0,0560887511819601
"273";0,0208624468571492
"274";0,177698618580807
"275";0,225404553435606
"276";0,00183733766898513
"277";0,00437597036794761
"278";0,338645315898543
"279";0,0374859555624425
"280";0,137359738349915
"281";0,127837827708572
"282";0,268546602531846
"283";0,0220906519331038
"284";0,164720425560119
"285";0,0132669841870666
"286";0,189805342248621
"287";0,0927130599506199
"288";0,112045829370618
"289";0,0178649918250901
"290";0,349289429007225
"291";0,455524867481646
"292";0,135961495619267
"293";0,618122597005139
"294";0,123837632220238
"295";0,152057731888237
"296";0,271986734858694
"297";0,0392270743846893
"298";0,211869195281508
"299";0,318488907797222
"300";0,156410102537813
"301";0,0705070521682501
"302";0,0934624685905874
"303";0,0714112317189574
"304";0,0151897694111182
"305";0,746648825290513
"306";0,0737709678709507
"307";0,0100248202826481
"308";0,0237159496173263
"309";0,207217703751268
"310";0,0218245733529329
"311";0,382490156201606
"312";0,641275024380455
"313";0,0661399742495707
"314";0,0121061910875142
"315";0,075790388756251
"316";0,0776096890680492
"317";0,101095115414735
"318";0,481257458609536
"319";0,439448458303638
"320";0,207921047500315
"321";0,234847243680599
"322";0,0254978888985045
"323";0,174333317335133
"324";0,15895165830868
"325";0,0888829136267305
"326";0,552541750271745
"327";0,0174919764511287
"328";0,0982394405640662
"329";0,0379602431319654
"330";0,144596786176139
"331";0,155756337373498
"332";0,312201789377217
"333";0,212848170370515
"334";0,0367531273541363
"335";0,150837497107384
"336";0,0198296046995576
"337";0,0941031953319907
"338";0,101327274739742
"339";0,116550616919994
"340";0,514086684931941
"341";0,0988235019147396
"342";0,0167611499401323
"343";0,0336048346944153
"344";0,24044779926094
"345";0,11801018519327
"346";0,0509509902447462
"347";0,0147931475192308
"348";0,125685147289187
"349";0,046852367091924
"350";0,38427036142159
"351";0,240498140753362
"352";0,63287871561235
"353";0,107859963551164
"354";0,0753390674479306
"355";0,205642553872306
"356";0,0578936281614006
"357";0,0703027253970504
"358";0,171374106824553
"359";0,0776184983020625
"360";0,058098468175414
"361";0,440351586319647
"362";0,0260518484031709
"363";0,0756975887343287
"364";0,0523717562110379
"365";0,191640901743414
"366";0,162478208160939
"367";0,231818305506351
"368";0,458546286423631
"369";0,339225833340306
"370";0,130866883974522
"371";0,110875299945474
"372";0,202279069825056
"373";0,193742642915788
"374";0,420339325417705
"375";0,627100256051789
"376";0,249098072192612
"377";0,0374213240109384
"378";0,0524525478990324
"379";0,185229242957177
"380";0,372299029661303
"381";0,0329161795787513
"382";0,633253519203434
"383";0,306463063863998
"384";0,0266188218089342
"385";0,117485827057691
"386";0,385956332070713
"387";0,0633387181907892
"388";0,465691966910787
"389";0,3954100780021
"390";0,251330037779155
"391";0,1836467474615
"392";0,45917569955153
"393";0,158974154843929
"394";0,0819145197980106
"395";0,0212524056434631
"396";0,00292483350546463
"397";0,782090524914575
"398";0,198901176444235
"399";0,0293468808755279
"400";0,197159200724894
"401";0,0218241931982075
"402";0,114935962017626
"403";0,352893099912404
"404";0,158208224727752
"405";0,0198171670429701
"406";0,0678661780218188
"407";0,191115318975391
"408";0,362818150622148
"409";1,04904643030544
"410";0,190903441227021
"411";0,0472516742534936
"412";0,032507951464504
"413";0,322947142364736
"414";0,0451717475502279
"415";0,324449884874706
"416";0,617947615649471
"417";0,192312478713201
"418";0,060565111041069
"419";0,0149662050418556
"420";0,0953494277782738
"421";0,221734584673288
"422";0,230321872598472
"423";0,00148788746446371
"424";0,104600082430989
"425";0,824323726775956
"426";0,0717805258929729
"427";0,198759503095391
"428";0,0174815962732692
"429";0,111647323518991
"430";0,364713067057257
"431";0,305871872611366
"432";0,12954424796626
"433";0,451478811474885
"434";0,017417634036473
"435";0,168629982022148
"436";0,0803460593335331
"437";0,317624390853529
"438";0,266532074279132
"439";0,15564384459609
"440";0,0555382790195019
"441";0,134806858934462
"442";0,0936479207128286
"443";0,141238332903924
"444";0,366270498914604
"445";0,0650901678949595
"446";0,515890415314167
"447";0,117633656226099
"448";0,029549742952091
"449";0,073363527841866
"450";0,0462959103286266
"451";0,238838097487589
"452";0,0699039597995579
"453";0,172404515734854
"454";0,00654702940955758
"455";0,0749028068967164
"456";0,309222165478354
"457";0,261969233668389
"458";0,169280499211493
"459";0,417701934625335
"460";0,136577270552516
"461";0,183171928293052
"462";0,155065923175755
"463";0,605014693101211
"464";0,0387042644433677
"465";0,0997315235302388
"466";0,0940431945957244
"467";0,0759437656267344
"468";0,00122990254501971
"469";0,00752032278105617
"470";0,0249301639385521
"471";0,0800026152282953
"472";0,0570625501684845
"473";0,182352340399268
"474";0,0326088932342827
"475";0,0650044666426874
"476";0,109600913804024
"477";0,0567171668633819
"478";0,0559261332119752
"479";0,418466922726898
"480";0,338001894714544
"481";0,213959358810427
"482";0,0862792594358325
"483";0,0300036712549627
"484";0,2661891836589
"485";0,698324943793763
"486";0,125696473196149
"487";0,0717646750231109
"488";0,00597026357427239
"489";0,280160574970727
"490";0,0262099938397971
"491";0,549668615658708
"492";0,148610868296566
"493";0,10177467847243
"494";0,0518687406523741
"495";0,119132934138179
"496";0,176335221973255
"497";0,306109274859206
"498";0,19700306355113
"499";0,480785796975231
"500";0,235664652652087
"501";0,0394119648382443
"502";0,0477049831298452
"503";0,378012824041729
"504";0,410979619232898
"505";0,165548275704744
"506";0,519813233216233
"507";0,201178354761543
"508";0,203634189619663
"509";0,197681881704696
"510";0,0820933359343236
"511";0,142927327785823
"512";0,0211131745949388
"513";0,10662551606074
"514";0,0318873523808109
"515";0,357724707391794
"516";0,889947137931242
"517";0,0738530616275966
"518";0,0163723653182387
"519";0,0267207338474691
"520";0,277491106448655
"521";0,080702555924654
"522";0,443533840896944
"523";0,0919337880797684
"524";0,105296804476529
"525";0,189487090884688
"526";0,000343426130712032
"527";0,146626867760264
"528";0,299357297627215
"529";0,0518527586013079
"530";0,196633021338823
"531";0,0806265009567142
"532";0,0162177109566203
"533";0,278052653861287
"534";0,119871410727501
"535";0,286485231904629
"536";0,0447543530724943
"537";0,188998953099648
"538";0,2947966735642
"539";0,126900178287178
"540";0,643437963690529
"541";1,27182344872514
"542";0,519063812841602
"543";0,129253879003227
"544";0,226425966239514
"545";0,463810953441732
"546";0,17299687849991
"547";0,0115326375853756
"548";0,00857190359383822
"549";0,0159475969479778
"550";0,00643651764839888
"551";0,319949884643083
"552";0,109583082422614
"553";0,188462612955811
"554";0,0820350378751755
"555";0,0414037564546201
"556";0,00418430063873529
"557";0,0106940357945859
"558";0,109932858031243
"559";0,276814549966695
"560";0,00374825717881322
"561";0,453752524007983
"562";0,354190751937233
"563";0,245371232918444
"564";0,353415608761792
"565";0,332590508071666
"566";0,0259289109476813
"567";0,0296652088534827
"568";0,0135689498856664
"569";0,342940633352581
"570";0,142482157788219
"571";0,209195845553038
"572";0,00389579394832253
"573";0,254969360298457
"574";0,00345591614022851
"575";0,270573807499352
"576";0,246620874098482
"577";0,554207679231591
"578";0,0366154365802743
"579";0,052063398423292
"580";0,150691050096395
"581";0,226489884584191
"582";0,234516686378958
"583";0,151403617477956
"584";0,482899900128074
"585";0,00457258181206735
"586";0,421590914924569
"587";0,120772524550557
"588";0,202047863285767
"589";0,0401609906783836
"590";0,0684307338344601
"591";0,0127467865421887
"592";0,0503998361378773
"593";0,066876192149304
"594";0,228179586297813
"595";0,128672736790031
"596";0,0221998119726777
"597";0,0181593673303723
"598";0,135187809728086
"599";0,134717390779406
"600";0,0487657016143203
"601";0,256344306646826
"602";0,586701315607796
"603";0,257850449523869
"604";0,245078696610679
"605";0,190485449807404
"606";0,444854650862987
"607";0,0218807928809454
"608";0,289216863565972
"609";0,0164357959292829
"610";0,0248623557911379
"611";0,175865257895532
"612";0,26768596190119
"613";0,0942499522119761
"614";0,0367033839225769
"615";0,0376749028286988
"616";0,15598578377718
"617";0,0505096209326695
"618";1,06884102554698
"619";0,0178002437576652
"620";0,238096900089624
"621";0,2473046624949
"622";0,256454344085398
"623";0,40202871792362
"624";0,00566083765966425
"625";0,583332759253596
"626";0,0676746058277786
"627";0,156060274194431
"628";0,0776022939011455
"629";0,264870206444504
"630";0,123169246188119
"631";0,176753131478074
"632";0,358081184683328
"633";0,79299056550196
"634";0,12992640202865
"635";0,153018249004128
"636";0,205730149815962
"637";0,117492634337395
"638";0,191004608004334
"639";0,239200782208684
"640";0,163766705722223
"641";0,686632895436058
"642";0,236389935034895
"643";0,276138908966425
"644";0,542265060891338
"645";0,0838947126152028
"646";0,280510680733209
"647";0,0787533190828147
"648";0,198824685858803
"649";0,0637208767849569
"650";0,278750747425442
"651";0,305213190598373
"652";0,0430622263811529
"653";0,417094555099435
"654";0,0876405793242157
"655";0,0674014521762729
"656";0,28324972054172
"657";0,129035494942218
"658";0,433383054009938
"659";0,22178220450038
"660";0,148496673434022
"661";0,202325151188345
"662";0,0745998049154878
"663";0,728900415780855
"664";0,000244650443846786
"665";0,160613737909516
"666";0,0458446780219674
"667";0,125863163173199
"668";0,0454713022336364
"669";0,0549913553915465
"670";0,627550541587305
"671";0,177823312140874
"672";0,158478622688892
"673";0,0496650676243007
"674";0,0852004322223365
"675";0,0789512275718153
"676";0,119119241647422
"677";0,0305866106413305
"678";0,100460575986654
"679";0,420533260622717
"680";0,555337840285072
"681";0,0640331203117967
"682";0,582523456182251
"683";0,0097108517202798
"684";0,222381330831888
"685";0,100898605772843
"686";0,265344331963899
"687";0,253299103833492
"688";0,0604069890454412
"689";0,24895566831434
"690";0,293497360873389
"691";0,0350492231547833
"692";0,0894182676449418
"693";0,111721570882946
"694";0,044150815717876
"695";0,107783931307495
"696";0,200828557080569
"697";0,135418125987053
"698";0,331357955170756
"699";0,045067540833274
"700";0,227298062682463
"701";0,277094258732142
"702";0,0914749577641487
"703";0,27334961182529
"704";0,318298030627852
"705";0,593321533467541
"706";0,0482916412262239
"707";0,024061013571918
"708";0,0330594901926816
"709";0,0439928109757602
"710";0,00187815958634019
"711";0,125401127431542
"712";0,0247265098616481
"713";0,761083624842477
"714";0,0328556033782661
"715";0,15332014094198
"716";0,0818451970050489
"717";0,0238800617866218
"718";0,400302269665485
"719";0,0690902757095276
"720";0,034760086145252
"721";0,1303273123689
"722";0,544781534721084
"723";0,000682955607771873
"724";0,022026742156595
"725";0,206792637511137
"726";0,132009731698781
"727";0,350354810414796
"728";0,0837797139771283
"729";0,0111177315325919
"730";0,0508039586246014
"731";0,0542197397910059
"732";0,781245112423922
"733";0,100598745234311
"734";0,255764008305016
"735";0,114537137467414
"736";0,267987016393783
"737";0,594126842882404
"738";0,558821147646675
"739";0,117802746407688
"740";0,519523197014756
"741";0,0545066965111697
"742";0,0612017681822181
"743";0,540754854281373
"744";0,138649942256857
"745";0,233683956964853
"746";0,181381491004469
"747";0,527063583184905
"748";0,382662538049703
"749";0,0249275773866988
"750";0,0109826930069567
"751";0,126375327352434
"752";0,571524681117306
"753";0,194804501529512
"754";0,0168341965414584
"755";0,00453244233503938
"756";0,149697534862218
"757";0,0305203393101692
"758";0,194872062086108
"759";0,457355270137019
"760";0,312615943337408
"761";0,0262986475712233
"762";0,0309706544618434
"763";0,0416040940733275
"764";0,562159557414757
"765";0,187508343310738
"766";0,0089321349747479
"767";0,123346355650574
"768";0,0542010304518044
"769";0,0176233940924527
"770";0,0366553542204201
"771";0,322341542469336
"772";0,376528291014915
"773";0,30658383516777
"774";0,0498839290409092
"775";0,022104041810928
"776";0,0479324479587376
"777";0,0902823274023831
"778";0,654731465842495
"779";0,0574817661240611
"780";0,0204258840748324
"781";0,241311447500231
"782";0,0557521263168039
"783";0,104729979503911
"784";0,0916840001940727
"785";0,197384024426253
"786";0,577752716348258
"787";0,0203975584924117
"788";0,209090367137435
"789";0,67740066197134
"790";0,0290642395615578
"791";0,0698561606928706
"792";0,113159790728241
"793";0,129859324172139
"794";0,0574849627914971
"795";0,0979335682305286
"796";0,38469647092927
"797";0,0309151992956608
"798";0,231303632623496
"799";0,655265809094316
"800";0,209593559606912
"801";0,428923252670094
"802";0,0356589182710282
"803";0,271175218365135
"804";0,679251065816651
"805";0,144382500651553
"806";0,264721238232198
"807";0,489374395062156
"808";0,179673081255498
"809";0,18055330847885
"810";0,0483945427462459
"811";0,185134037016871
"812";0,283853422461038
"813";0,0438378379871722
"814";0,172178246445003
"815";0,0868759849984905
"816";0,025631799272115
"817";0,0232740963809192
"818";0,330980711040979
"819";0,287339936552529
"820";0,174847899292442
"821";0,201355799651685
"822";0,0413582660257816
"823";0,539924473662801
"824";0,339563920332079
"825";0,0287579434241806
"826";0,288984107954388
"827";0,0718936946614491
"828";0,0861456337023151
"829";0,434832232047744
"830";0,253548150687459
"831";0,398911753652577
"832";0,0134604935613522
"833";0,0480845036769976
"834";0,362342744303827
"835";0,0451013250276446
"836";0,299799750355964
"837";0,0515655865892768
"838";0,0509576975367963
"839";0,430154777665563
"840";0,324652893451934
"841";0,10105383656919
"842";0,180115835360231
"843";0,306494265452472
"844";0,0438653992136734
"845";0,0371799847111106
"846";0,381257748922112
"847";0,00494773024693131
"848";0,43945205171866
"849";0,0772188703529537
"850";0,0466776761214413
"851";0,437457618464656
"852";0,711757589462114
"853";0,240397397792878
"854";0,316884165612941
"855";0,107175911031663
"856";0,285636516506717
"857";0,860550009342783
"858";0,0766341468319297
"859";0,334353501128584
"860";0,374302418140655
"861";0,00879960870370269
"862";0,12023483607918
"863";0,0274998216889799
"864";0,271847209698501
"865";0,213000788717511
"866";0,411844630150085
"867";0,148198614447358
"868";0,0523292816244066
"869";0,171619991390946
"870";0,00150749643527271
"871";0,112366119027138
"872";0,155163743711057
"873";0,0184215911835457
"874";0,0989564855583012
"875";0,108845677599311
"876";0,123392080143094
"877";0,202935471004787
"878";0,111845219766661
"879";0,311342658292432
"880";0,395411217940931
"881";0,00610466984409537
"882";0,261166769257727
"883";1,14940530244424
"884";0,118736942671239
"885";1,03936911554714
"886";0,175910282312872
"887";0,0610818349756301
"888";0,0404950820295428
"889";0,22449731658304
"890";0,0744080234318972
"891";0,165224677502158
"892";0,0880721184425056
"893";0,0545632855966687
"894";0,0705295163005774
"895";0,0514950222335756
"896";0,0235317565434718
"897";0,0620790889486671
"898";0,250144654317739
"899";0,110944517701864
"900";0,161961387275698
"901";0,0160252396017313
"902";0,207648154525998
"903";0,0792326100170612
"904";0,322747701180172
"905";0,0611854548566043
"906";0,0259356366729615
"907";0,10139888972044
"908";0,917571643689528
"909";0,0653064254671335
"910";0,166457462691453
"911";0,170816143174217
"912";0,153477881654146
"913";0,555975899066696
"914";0,0641562189906836
"915";0,0452360312454402
"916";0,00588879659771919
"917";0,251818553349915
"918";0,129510835607093
"919";0,0953630954027176
"920";0,209087693951319
"921";0,0093118015098116
"922";0,0843002054840326
"923";0,322309827787762
